 од	¬озраст	—реднемес€чный расход	—редн€€ продолжительность разговоров	«вонков днем за мес€ц	«вонков вечером за мес€ц	«вонков ночью за мес€ц	«вонки в другие города	«вонки в другие страны	ƒол€ звонков на стационарные телефоны	 оличество SMS за мес€ц
3195	58	248.59	3.5	29	66	9	37	1	16	1
3196	19	399.05	6.7	27	64	5	2	0	0	63
3197	19	89.82	1.5	16	73	10	0	0	5	33
3198	36	2534.7	17	114	111	47	28	0	6	81
3199	58	748.48	5	53	159	2	16	0	13	3
3200	32	426.66	2.6	140	115	37	12	0	9	72
3201	35	746.31	5.8	75	97	0	28	0	15	13
3202	45	426.63	4.7	47	76	1	0	0	2	5
3203	44	228.52	2.5	36	91	3	5	0	21	12
3205	40	264.25	2.5	53	75	4	7	0	30	7
3206	40	224.84	2.2	69	47	4	36	1	6	35
3207	35	23.59	1.8	8	8	0	0	0	0	0
3208	51	27.85	1.7	10	10	0	0	0	0	0
3209	45	898.38	6.9	38	133	0	1	2	1	5
3210	39	420.42	4.2	68	47	0	9	0	3	7
3211	33	212.25	2.8	50	48	0	0	0	2	17
3212	35	398.51	3.4	45	119	2	0	0	1	69
3213	31	879.06	7	92	118	40	9	0	4	41
3214	39	187.6	3.1	39	40	0	5	0	17	31
3215	27	1441.44	10	101	152	22	9	2	11	49
3216	49	164.6	1.9	38	81	2	4	0	28	1
3217	29	88.67	1.6	57	3	8	0	0	9	40
3218	25	382.27	4.3	45	64	0	0	0	1	24
3219	21	261.42	2.7	34	113	10	0	0	6	14
3220	24	57.97	1	8	79	8	0	0	11	36
3221	41	759.62	7.5	61	73	0	0	0	12	47
3222	46	441.21	3.3	99	52	0	23	1	11	4
3223	48	869.5	9.1	38	97	0	3	0	6	5
3224	29	1419.6	10	107	139	28	18	0	15	38
3225	31	372.96	3.7	42	85	0	5	0	21	56
3226	19	530.18	5.8	28	111	9	0	0	2	110
3227	28	1505.8	7.7	105	159	0	38	0	16	22
3228	35	13.92	1.7	8	2	0	0	0	0	0
3229	70	92.16	3.2	19	5	0	0	0	4	0
3230	31	307.44	2.4	66	90	0	0	0	2	21
3231	20	176.54	2.3	14	104	5	0	0	1	27
3232	40	463.89	4.7	31	97	2	2	0	20	22
3233	52	510.75	3.8	40	155	0	2	0	21	1
3234	24	412.78	6	35	73	0	0	1	6	16
3235	47	503.55	5.1	48	84	6	0	0	1	5
3236	42	425.01	3.2	33	159	7	0	2	18	34
3237	60	303.85	5.3	54	13	2	0	0	19	0
3238	70	16.8	2.8	4	1	0	0	0	4	0
3239	60	285.39	2.7	42	92	0	5	0	12	3
3240	46	8.19	2	3	2	0	0	0	0	0
3241	30	2539.85	11.2	252	104	0	22	10	36	4
3242	44	109.72	1.3	58	49	5	0	0	12	35
3243	37	589.93	4.9	38	136	0	0	0	4	4
3244	69	10.2	1.7	2	3	0	0	0	9	3
3245	40	845.25	6.9	69	77	2	0	0	21	6
3246	59	377.61	3.8	53	81	0	0	2	23	4
3247	60	1177.18	8.8	41	152	0	0	0	5	0
3248	59	531.83	4.6	70	81	5	5	0	7	2
3249	29	500.3	5.1	45	90	0	0	0	2	5
3250	54	283.72	3.4	33	83	4	32	0	11	5
3251	58	22.68	2.1	1	8	0	0	0	13	2
3252	58	313.6	2.8	74	56	0	7	0	13	4
3253	52	420.42	2.4	111	118	0	0	0	0	5
3254	55	721.28	9.2	36	61	0	4	3	16	2
3255	56	300.66	4	65	24	4	44	0	0	0
3256	20	157.5	2.3	33	70	9	0	0	1	32
3257	19	391.37	4.8	50	78	0	0	0	3	50
3258	47	652.29	6.4	72	58	0	39	0	3	4
3259	28	1981.32	12.8	118	121	89	13	0	4	75
3260	57	1311.59	8.2	98	90	1	0	0	9	0
3261	58	294.61	2.5	51	113	0	0	0	12	3
3262	26	267.54	3.5	48	53	0	12	0	15	18
3263	57	699.55	7.6	48	77	1	2	1	29	5
3264	27	261.93	1.6	68	160	2	4	0	0	27
3265	19	53.51	2.4	27	2	12	0	0	1	80
3266	39	138.32	1.3	65	60	0	0	0	8	34
3267	60	227.73	2.5	60	59	0	0	0	13	1
3268	40	95.65	1.3	52	41	3	30	1	6	49
3269	28	1182.53	8.4	61	135	0	22	0	22	27
3270	52	874.41	7.4	67	90	3	0	0	28	4
3271	23	61.92	1.2	6	71	8	0	0	0	100
3272	59	690.37	7.5	31	86	3	0	0	25	1
3273	50	488.93	4.3	77	68	5	0	0	9	0
3274	25	734.26	8.1	32	84	1	2	0	8	55
3275	21	103.32	2.4	46	11	9	0	0	2	24
3276	64	42.84	2.1	16	1	0	0	0	10	3
3277	39	19.82	1.1	11	11	0	0	0	0	0
3278	35	245.95	2.7	47	76	2	19	0	11	35
3279	26	155.43	1.6	34	101	7	25	0	6	14
3280	68	30	1	20	5	0	0	0	3	2
3281	49	300.6	3.3	56	62	4	26	0	18	3
3282	47	3458.91	15	289	73	0	4	3	19	6
3283	35	895.44	8.2	80	104	32	6	0	6	118
3284	49	530.37	4.6	75	76	0	0	0	3	4
3285	55	183.14	2.3	48	58	0	7	0	17	5
3286	44	400.04	4	48	90	0	23	0	17	36
3287	58	343.98	3.9	39	71	0	3	0	25	3
3288	59	50.83	1.4	34	6	6	19	0	2	2
3289	39	326.06	3.4	50	64	4	0	1	28	58
3290	50	212.92	3.5	36	43	3	22	0	12	1
3291	59	626.04	5.4	36	132	0	0	1	1	0
3292	21	109.56	1	58	114	0	4	0	4	62
3293	41	986.74	6.9	60	139	3	4	0	9	2
3294	19	31.53	1.5	30	3	0	2	1	0	36
3295	21	97.21	1.4	39	70	0	0	0	1	20
3296	44	3535.35	14.8	277	93	10	45	0	40	13
3297	40	321.62	2.2	98	90	3	6	0	21	28
3298	28	271.74	1.8	107	86	0	12	1	23	23
3299	50	14.04	1.3	4	8	0	0	0	0	0
3300	31	594.12	3.5	61	154	5	0	0	17	9
3301	20	144.09	2.9	17	61	0	0	0	0	91
3302	19	106.75	2.5	25	32	8	4	0	0	28
3303	53	306.91	3.3	53	71	0	0	0	10	4
3304	34	1249.67	6.8	218	55	31	37	12	29	5
3305	19	602.07	6.1	59	79	6	0	0	9	31
3306	59	170.8	2	53	46	4	0	0	17	1
3307	54	574.32	5.6	31	116	2	9	0	10	5
3308	38	358.31	7.5	49	4	4	1	0	1	29
3309	42	426.73	7.7	31	42	2	0	1	4	53
3310	53	705.29	6.4	79	61	2	0	0	10	1
3311	28	129.63	1.1	65	93	0	0	2	18	5
3312	47	4381.65	13	346	128	15	35	0	40	0
3313	20	603.97	6.3	29	117	9	0	0	4	41
3314	21	496.86	6.5	23	84	26	3	0	1	39
3315	36	1062.52	7	84	149	90	5	0	10	62
3316	53	317.52	2.7	55	89	2	0	0	8	4
3318	43	15.32	1.7	4	7	0	0	0	0	0
3319	36	51.3	3	8	11	0	0	0	0	0
3320	42	161.16	2	65	34	3	6	1	11	2
3321	43	1174.63	9.9	55	91	1	32	0	30	22
3322	25	391.25	7.4	55	6	0	26	0	20	29
3323	45	2287.08	10.2	282	60	20	8	0	13	7
3324	47	842.37	7.6	71	74	0	0	0	1	4
3325	46	22.28	1.7	4	11	2	0	0	0	0
3326	20	207.15	2.4	51	75	19	4	0	0	35
3327	53	385.89	2.6	72	130	2	3	0	2	4
3328	21	50.47	0.7	26	77	0	0	0	5	31
3329	57	426.66	3.4	41	137	4	4	2	11	3
3330	43	3073.08	7.8	488	127	7	4	8	20	0
3331	39	152.37	1.3	72	82	0	0	0	3	1
3332	25	438.57	3	75	122	3	1	0	25	48
3333	50	824.02	8.8	71	46	2	4	1	14	3
3334	20	19.67	0.2	36	101	7	0	0	6	12
3335	60	402.99	5.7	43	38	4	3	0	12	5
3336	36	156.7	2	35	74	0	5	3	26	24
3337	34	162.75	1.4	70	82	5	5	0	8	16
3338	43	6.31	1.1	5	2	0	0	0	0	0
3339	45	683.56	4.9	62	132	0	0	0	3	3
3340	60	2888.54	8.2	431	111	22	32	0	58	0
3341	52	1049.9	8.2	70	103	0	0	0	0	3
3342	35	147.27	1.7	69	38	2	31	0	28	43
3343	65	15.96	1.9	3	4	0	0	0	6	2
3344	61	110.88	3.3	27	1	0	0	0	7	3
3345	48	566.72	3.2	82	138	0	18	0	3	4
3346	31	341.25	2.5	74	91	0	2	0	17	41
3347	70	73.92	2.8	12	10	0	0	0	8	3
3348	43	86.95	1.3	31	60	2	0	0	19	14
3350	58	305.44	3.5	56	58	0	5	0	7	4
3351	35	529.76	4.3	67	81	0	2	0	20	14
3352	45	15.07	2.3	4	4	0	0	0	0	0
3353	56	748.16	8.1	80	30	6	0	1	26	4
3354	33	318.91	3.1	50	89	3	0	0	6	17
3355	68	35.28	1.4	18	3	0	0	0	9	2
3356	56	364.05	4.5	55	49	2	5	0	2	4
3357	26	619.74	6.9	33	93	2	7	0	6	10
3358	27	2424.24	16	142	114	43	2	0	0	98
3359	32	911.52	7.2	77	121	26	6	0	7	57
3360	27	1005.08	7.8	111	110	30	2	0	10	22
3361	48	273.27	3	43	83	0	0	0	18	4
3362	58	232.19	2.7	31	92	0	0	0	21	4
3363	20	15.8	0.4	23	39	0	0	0	4	11
3364	63	12.48	1.3	2	6	0	0	0	2	2
3365	53	1185.97	8.7	65	122	0	0	0	9	4
3366	20	69.56	2.1	49	2	2	2	0	0	13
3367	60	436.1	3.5	36	128	0	0	0	4	4
3368	52	417.36	4.2	53	81	0	34	0	15	3
3369	43	279.45	4.1	59	24	0	2	2	0	15
3370	57	628.53	6.6	38	94	5	0	0	8	5
3371	46	925.82	8.6	111	12	2	0	0	7	4
3372	24	45.36	0.6	39	62	14	2	0	0	35
3373	52	224.77	1.3	70	148	0	0	0	1	0
3374	24	912.04	7.2	96	121	30	7	0	4	120
3375	49	17.28	1.2	10	6	0	0	0	0	0
3376	47	250.09	2.6	60	66	0	7	0	2	1
3377	49	17.69	1.8	7	5	0	0	0	0	0
3378	47	284.1	2	44	157	8	0	0	14	2
3379	43	133.32	1.3	32	116	0	0	0	25	22
3381	33	922.47	6.2	119	101	105	8	0	0	87
3382	60	772.8	6	50	109	8	0	0	10	5
3383	24	720.51	7.3	33	104	8	0	0	2	71
3384	26	437.58	3.4	91	87	73	5	0	14	27
3385	46	259.26	3.7	55	33	0	1	0	26	2
3386	60	1116.99	8.1	55	117	6	3	0	3	5
3387	19	114.66	2.4	36	39	0	0	0	4	115
3388	38	714.56	5.8	57	95	2	0	0	19	1
3389	60	222.46	2.8	36	61	3	2	0	18	4
3390	44	305.76	2.4	62	95	0	32	0	14	1
3392	28	334.3	3.2	47	97	2	43	0	7	53
3393	56	360.8	2.4	69	136	6	2	3	12	3
3394	55	913.27	5.9	94	110	2	0	1	17	4
3395	68	1234.51	6	158	140	50	5	0	27	0
3396	27	1019.65	9	126	64	35	4	0	4	72
3397	35	357.63	2.6	69	98	3	7	0	11	26
3398	54	715.48	6.4	92	44	5	0	0	0	5
3399	41	160.52	1.4	63	91	0	30	0	0	41
3400	30	707	5	65	111	0	22	1	22	54
3401	21	169.95	2.9	27	64	2	0	0	1	19
3402	20	54.81	0.9	52	34	2	0	0	4	71
3403	58	487.94	4	67	95	5	0	0	18	3
3404	46	80.85	1.1	70	7	0	17	0	2	3
3405	30	1016.65	7.6	94	115	72	15	3	12	116
3406	56	285.29	3.9	64	12	5	0	0	5	2
3407	31	1504.78	10.6	84	135	82	6	0	9	38
3408	45	950.46	9.3	45	82	0	0	0	27	2
3409	21	145.04	3.3	18	35	32	0	0	7	13
3410	69	50.4	3	6	8	0	0	0	8	1
3411	19	136.32	2	32	73	4	0	0	0	27
3412	38	259.51	2.1	72	92	0	0	0	20	8
3413	43	767.34	8.7	56	47	0	0	0	9	20
3415	55	1913.1	6	368	64	47	61	6	30	0
3416	35	506.42	5.3	69	53	0	5	2	26	25
3417	32	430.74	4.2	65	70	0	0	0	4	52
3418	43	342.23	3.5	74	47	5	33	0	29	50
3419	44	200.97	2.9	55	20	2	0	0	20	20
3420	27	521.32	3.3	61	160	4	0	0	13	57
3421	58	875.84	6.8	85	63	2	0	1	17	4
3422	48	23.59	1.6	7	11	0	0	0	0	0
3423	35	121.22	1.1	63	84	0	0	2	26	14
3424	19	144.57	1.7	59	72	5	2	0	2	35
3425	54	92.3	2.3	39	8	0	15	0	28	0
3426	53	92.05	1.7	30	43	0	31	2	4	5
3427	20	386.61	4.2	51	78	5	0	0	1	11
3428	38	1114.75	9.1	70	74	4	0	0	3	43
3429	53	476.41	5.4	50	67	3	0	0	16	4
3430	55	770.52	4.2	105	140	0	7	0	10	5
3432	30	1180.45	9.4	98	115	34	15	0	2	27
3433	33	884.67	6.4	50	147	0	0	2	16	5
3434	21	197.09	2.6	37	80	4	2	0	6	76
3435	31	113.13	1.2	64	58	0	0	0	13	50
3436	33	753.57	6.5	71	81	2	2	0	4	2
3437	40	6.48	0.9	5	3	0	0	0	0	0
3438	46	567.18	5.6	52	86	0	33	0	2	5
3439	67	1558.87	9.2	168	90	16	42	6	36	10
3440	53	433.03	6.6	66	10	0	28	0	27	5
3442	24	182.88	3.3	12	66	18	0	0	6	40
3443	42	313.53	4.6	51	32	6	0	0	7	7
3444	47	412.46	3.5	60	100	0	0	0	13	4
3445	30	386.75	2.6	104	65	3	0	0	11	30
3446	39	12.15	1.5	6	3	0	0	0	0	0
3447	37	243.6	1.5	108	80	0	0	0	6	36
3448	44	29.16	1.8	10	8	0	0	0	0	0
3449	67	22.68	2.1	5	4	0	0	0	3	3
3450	41	9.58	1.3	2	7	0	0	0	0	0
3451	45	272.89	3.4	33	79	0	2	0	22	2
3452	46	11.06	0.9	4	11	0	0	0	0	0
3453	34	130.13	1.1	57	89	0	15	0	17	33
3455	28	419.15	4	67	70	1	10	0	24	52
3456	43	375.96	2.6	104	81	0	0	0	27	13
3457	62	1288.78	7.2	153	128	0	27	0	26	5
3458	21	377.55	6.7	7	70	7	0	0	2	93
3459	37	345.03	5.3	53	17	4	0	0	6	21
3460	48	472.97	5.4	30	95	1	30	0	7	0
3461	40	102.94	1.6	43	40	0	0	0	24	55
3462	52	343.6	5.8	50	22	0	0	0	27	4
3463	27	271.81	1.7	106	102	0	37	0	8	15
3464	31	613.11	5.5	45	112	0	45	0	22	55
3465	24	1431.78	9.8	91	134	37	4	2	7	22
3466	50	660.66	6.6	67	49	0	0	0	20	5
3467	67	21.84	2.6	6	1	0	0	0	6	3
3468	47	170.08	2	32	86	5	1	0	20	3
3469	21	218.4	2.6	52	65	6	0	0	5	16
3470	53	13.27	1.8	2	7	0	0	0	0	0
3471	37	32.49	1.9	12	7	0	0	0	0	0
3472	29	462.46	4.4	92	67	67	15	0	0	78
3473	20	251.62	2.5	50	108	0	0	0	4	81
3474	35	156.28	1.9	59	32	5	0	2	5	30
3475	34	1138.74	8.8	93	125	38	5	0	8	41
3476	54	251.62	2.5	57	78	0	1	0	9	5
3477	49	5.41	1.1	2	4	0	0	0	0	0
3478	48	231.87	5.2	31	26	0	14	0	13	5
3479	33	1266.72	10	63	130	78	48	3	6	36
3480	42	746.34	7.3	52	86	3	33	0	4	56
3481	54	343.6	6.2	55	9	0	3	0	4	0
3482	53	17.82	1.8	6	5	0	0	0	0	0
3483	38	437.24	3.9	33	129	0	0	1	11	25
3484	34	604.77	9.4	59	18	0	0	0	1	48
3485	30	245.28	2.4	53	70	2	0	0	26	15
3486	34	203	2	93	14	0	6	0	3	49
3487	34	993.83	7.6	115	113	23	12	0	14	96
3488	53	234.03	2.2	80	54	0	3	0	15	4
3489	51	515.72	6.4	32	81	1	5	0	4	3
3490	55	209.51	2.2	34	101	1	40	1	27	3
3491	66	36.48	1.9	4	12	0	0	0	3	1
3492	44	134.4	1.5	31	82	6	17	0	4	10
3493	45	303.8	2	58	134	2	10	1	10	5
3494	47	244.72	1.9	93	50	6	2	0	2	1
3495	42	8.35	1.7	3	3	0	0	0	0	0
3496	20	112.27	4.7	23	6	17	5	0	5	36
3497	37	163.07	1.6	43	97	4	3	1	12	43
3498	34	1412.61	9.8	86	134	88	43	0	0	34
3499	45	14.91	1.4	7	6	0	0	0	0	0
3500	23	60.2	0.7	57	73	10	0	0	3	20
3501	21	17.96	0.3	17	77	0	0	0	0	34
3502	56	574.83	6.4	53	66	2	0	0	20	1
3503	35	175.43	1.7	54	86	0	0	0	16	33
3504	56	410.1	5.8	38	58	0	25	2	10	5
3505	47	666.75	7.5	58	44	2	4	0	12	0
3506	32	299.55	4.5	42	45	1	3	0	11	7
3507	55	194.86	2.3	34	85	0	44	0	6	4
3508	42	1072.45	9.2	32	138	0	42	0	15	26
3509	57	271.17	3.3	63	40	0	0	0	26	4
3510	28	276.59	2.6	70	69	0	2	2	19	42
3511	47	379.27	2.6	65	138	0	2	1	16	4
3512	21	179.7	6.2	35	3	15	2	0	11	113
3513	25	185.49	1.6	61	96	0	19	0	11	34
3514	38	330.22	2.4	59	133	0	36	0	16	18
3515	46	151.61	1.4	58	89	0	38	0	20	2
3516	57	202.5	1.7	62	99	0	44	1	8	4
3517	32	1192.46	9.6	97	104	53	4	0	13	60
3518	35	216.07	3.2	60	20	2	3	0	23	24
3519	27	408	3.5	68	86	2	2	0	3	16
3520	55	15.6	1.3	3	7	0	0	0	3	2
3521	35	772.48	5.4	101	121	80	18	2	3	37
3522	56	744.33	5.7	80	92	2	31	3	6	4
3523	59	627.76	7.3	68	39	0	0	0	6	3
3524	36	3941.5	12.4	350	142	14	74	0	22	8
3525	37	224.73	2.8	46	60	2	39	0	1	53
3526	44	122.97	1.1	89	50	1	10	2	12	53
3527	39	700.24	8.1	38	69	1	3	0	8	29
3528	31	1482	15.2	65	80	35	9	0	12	147
3529	70	53.04	1.7	17	9	0	0	0	11	1
3530	25	683.55	6.3	56	75	2	0	1	9	2
3531	19	97.46	2	33	42	3	0	0	12	28
3532	43	432.18	2.8	52	146	3	0	0	20	10
3533	32	1346.88	9.2	96	132	32	7	0	14	56
3534	56	672.84	7.2	50	63	1	36	0	21	5
3535	53	702.8	5.9	53	113	0	0	3	21	5
3536	55	654.9	6.9	46	84	0	0	0	5	4
3537	58	463.86	2.9	89	100	5	11	0	6	3
3538	64	19.44	1.8	7	2	0	0	0	1	1
3539	54	476.48	4.4	57	90	0	33	0	19	3
3540	19	44.81	2.1	27	5	3	0	0	0	39
3541	33	18.02	1.1	9	11	0	0	0	0	0
3542	46	1077.58	8.6	87	55	4	0	0	2	2
3543	44	758.03	6.8	71	75	0	35	1	12	43
3544	69	10.56	1.1	3	5	0	0	0	11	1
3545	46	179.7	1.3	100	76	0	0	0	6	0
3546	68	33.12	2.3	3	9	0	0	0	11	3
3547	53	208.74	2.9	50	42	0	0	1	0	0
3548	37	4292.75	11	445	97	31	27	6	10	7
3549	46	237.54	3.3	36	61	2	4	1	7	3
3550	67	38.88	2.7	11	1	0	0	0	8	3
3551	68	22.44	1.7	8	3	0	0	0	4	0
3552	37	182.76	1.9	31	107	0	9	2	16	21
3553	57	1089.97	7.1	113	82	0	3	1	8	3
3554	41	189.19	2.7	31	67	0	12	0	19	63
3555	55	156.8	1.6	65	48	2	0	0	14	4
3556	26	245	2	46	110	0	26	0	10	23
3557	42	64.46	1.1	40	33	4	30	0	26	17
3558	27	191.1	2	68	51	6	0	0	5	30
3559	21	242.7	3	56	66	10	2	0	4	46
3560	47	222.7	2.3	65	61	0	0	1	4	4
3561	32	1247.22	8.2	103	118	65	11	0	3	104
3562	44	1458.24	9.6	57	136	2	17	0	13	37
3563	20	6.85	0.1	37	61	19	0	1	3	16
3564	20	236.96	3	47	75	4	2	0	6	48
3565	28	3448.55	11.8	352	55	21	50	5	29	9
3566	32	280.43	2.4	56	135	46	2	0	0	22
3567	36	296.46	2.6	69	82	0	0	0	1	25
3568	52	320.04	1.8	84	136	0	1	1	16	4
3569	55	515.2	4	78	74	0	4	0	12	4
3570	60	120.39	1.8	31	61	0	25	0	15	4
3571	43	521.7	7.8	67	10	2	3	0	9	13
3572	44	641.84	4.4	62	142	0	0	0	13	61
3573	33	324.62	2.6	82	79	2	17	0	5	21
3574	41	13.76	1.4	6	6	0	0	0	0	0
3575	23	56.41	0.7	45	72	19	0	0	1	117
3576	60	245.69	3.8	45	37	3	17	0	12	0
3577	27	279.72	3.7	41	50	0	0	0	1	2
3578	33	278.69	2.5	65	84	0	20	2	11	15
3579	59	191.1	3	36	46	8	5	0	15	1
3580	59	676.11	5.8	77	75	0	0	0	13	3
3581	51	920.91	7.9	80	70	2	0	0	17	4
3582	58	248.81	1.8	55	139	0	0	0	4	4
3583	25	551.76	4.4	89	108	24	41	0	8	40
3584	20	436.45	5.8	36	65	13	2	0	4	45
3585	43	285.38	3.2	67	46	0	2	0	5	63
3586	56	111.98	1.2	69	47	5	3	0	14	1
3587	47	144.5	1.3	50	100	7	0	0	18	4
3588	30	593.17	4.8	70	96	0	0	1	13	4
3589	48	381.69	2.8	38	160	0	31	0	12	4
3590	34	728.09	9	45	62	2	0	1	3	22
3591	24	37.46	0.4	37	110	0	0	0	3	33
3592	39	129.78	1.8	68	7	0	41	0	19	68
3593	30	781.82	7.4	102	81	21	29	0	12	158
3594	48	9.17	1.4	2	5	2	0	0	0	0
3595	40	608.91	7.9	50	50	0	38	2	8	33
3596	21	5.73	0.3	25	5	0	0	0	0	41
3597	39	8.91	0.9	7	4	0	0	0	0	0
3598	58	404.18	4.5	49	72	0	0	0	12	2
3599	56	127.53	1.1	52	109	0	4	0	25	5
3600	41	327.74	3.5	60	62	0	42	0	24	10
3601	44	895.94	9.7	57	65	0	2	0	29	28
3602	43	375	2.9	109	50	0	0	0	0	12
3603	30	722.4	4	112	100	0	25	0	20	6
3604	21	125.62	5.8	26	4	8	0	0	7	101
3605	66	74.88	2.4	14	12	0	0	0	4	1
3606	45	278.24	2.8	64	66	0	0	0	8	0
3607	46	37.67	2.3	9	11	0	0	0	0	0
3608	43	1018.56	6.5	65	155	0	10	0	28	18
3609	36	333.06	2.6	63	94	0	20	0	23	14
3610	48	267.75	1.5	68	159	0	6	0	1	1
3611	35	1210.75	8.3	92	98	2	0	0	11	36
3612	59	636.39	5.3	67	92	5	31	1	20	1
3613	54	694.4	6.2	53	85	0	0	0	8	4
3614	36	423.92	5.5	57	41	0	22	2	6	24
3615	56	736.69	9	44	66	1	0	0	7	2
3616	46	357.21	2.7	64	99	0	28	0	13	4
3617	51	380.48	3.3	65	88	4	3	0	16	1
3618	20	9.94	0.1	24	111	14	0	0	1	26
3619	38	262.01	3.8	60	12	3	0	0	7	25
3620	53	128.59	1.1	65	76	0	5	0	8	2
3621	40	13.5	1.5	5	5	0	0	0	0	0
3622	40	385.7	3.5	97	37	0	27	0	7	48
3623	59	299.64	2.8	76	61	0	3	0	15	4
3624	33	308.94	2.5	45	131	0	33	1	28	3
3625	27	97.21	1.4	37	57	0	4	2	28	18
3626	48	14.04	1.2	5	8	0	0	0	0	0
3627	27	267.54	2	105	60	4	33	3	29	20
3628	26	265.18	2.3	57	99	4	34	0	10	56
3629	51	8.35	1.7	3	3	0	0	0	0	0
3630	44	267.54	4	33	57	2	0	0	14	33
3631	23	98.28	1.2	36	77	8	0	0	4	31
3632	38	1148.03	8.9	82	85	3	29	1	8	34
3633	59	369.6	3.2	55	87	0	31	0	7	3
3634	50	963.14	8	65	97	0	0	0	27	2
3635	21	155.17	2.9	29	52	6	0	0	4	73
3636	20	221.37	2.5	57	67	5	0	0	11	27
3637	35	766.5	6.3	58	109	0	17	2	11	29
3638	50	74.55	1.5	43	10	2	0	0	3	0
3639	53	235.69	3.7	48	23	2	0	2	10	1
3640	34	729.21	9.5	51	47	3	10	0	21	1
3641	27	955.88	8.2	98	100	31	7	0	11	21
3642	46	305.55	4.5	45	33	0	24	0	2	1
3643	39	1387.39	6.6	224	102	8	26	0	14	7
3644	43	403.6	6.4	43	38	0	26	0	22	14
3645	52	461.06	4.4	57	83	3	15	0	2	5
3646	20	313.91	4.4	35	74	6	3	0	5	50
3647	52	709.84	5.7	67	99	5	39	0	16	4
3648	41	259.67	3.1	33	83	3	0	1	21	35
3649	55	247.62	2.5	50	69	3	30	0	20	5
3650	24	222.6	4	12	64	7	0	1	6	91
3651	54	753.06	9.2	62	39	3	30	0	0	5
3652	65	20.4	1	8	9	0	0	0	11	1
3653	34	1291.33	5.6	228	121	26	60	6	33	10
3654	60	397.49	3	71	108	0	1	0	9	4
3655	40	9.01	1.1	6	4	0	0	0	0	0
3656	43	2052.05	11	180	73	27	29	0	22	13
3657	24	85.93	1.9	21	47	6	0	0	0	61
3658	37	1083.6	9	76	65	0	0	0	10	23
3659	36	6.55	1	3	5	0	0	0	0	0
3660	45	633.5	4.5	48	152	2	3	0	22	3
3661	45	798.35	8.3	61	65	0	6	0	13	5
3662	51	748.35	8.9	51	60	0	0	0	4	1
3663	45	245.85	3.1	55	46	3	23	1	15	0
3664	43	333.5	3.7	30	98	3	2	0	27	23
3665	49	316.57	2.7	73	63	3	0	1	2	5
3666	37	623	8.9	29	59	0	25	2	14	31
3667	51	354.43	5.2	43	46	0	0	0	12	4
3668	34	428.06	6.4	34	57	0	40	1	24	22
3669	35	2597.4	14.8	116	143	67	49	1	14	65
3670	58	518.14	8.3	43	36	2	1	3	23	5
3671	44	519.03	9.7	36	33	0	7	0	30	39
3672	42	126.35	1.9	44	29	8	37	0	12	17
3673	59	380.67	2.4	65	156	2	10	0	10	4
3674	47	486.64	4.4	37	106	0	41	1	16	2
3676	39	277.1	2.9	50	79	0	7	0	17	22
3677	48	1837.24	13.2	152	61	11	10	0	28	6
3678	37	135.39	1.3	54	85	5	39	0	2	48
3679	55	423.03	2.9	56	150	0	35	0	26	4
3680	37	1128.13	7.7	54	154	0	3	0	26	25
3681	21	540.96	4.8	42	119	0	0	0	2	31
3682	56	27.36	1.9	8	4	0	0	0	2	2
3683	49	605.09	4.6	67	111	3	21	0	9	2
3684	21	139.12	2.1	41	63	0	0	0	4	70
3685	30	124.74	1.1	51	90	0	2	0	12	23
3686	49	597.54	7.3	59	45	1	0	1	17	5
3688	26	925.21	6.9	50	139	1	6	0	11	9
3689	40	395.45	6.4	53	22	0	4	0	28	47
3690	56	369.97	4.4	53	57	0	0	2	8	4
3691	32	124.85	2	34	50	0	36	0	9	14
3692	26	317.74	4.3	31	72	0	0	0	22	23
3693	59	371.5	2.7	53	141	2	0	1	12	1
3694	32	4540.34	13.8	398	105	27	30	0	14	0
3695	34	419.15	4.7	45	76	0	0	0	7	61
3696	39	6.93	1.1	2	5	0	0	0	0	0
3697	60	214.76	5.2	40	3	0	31	0	22	2
3698	43	314.16	3.3	36	86	0	6	0	23	6
3699	39	251.16	3.9	58	10	2	0	0	20	6
3700	49	12.16	0.9	4	12	1	0	0	0	0
3701	43	184.8	3	47	20	4	28	0	11	7
3702	69	33.12	2.3	5	7	0	0	0	12	1
3703	21	401.76	5.3	56	61	4	0	0	2	27
3704	34	618.51	4.8	80	134	44	7	0	12	172
3706	41	12.78	1.2	10	3	0	0	0	0	0
3707	34	1140	7.6	105	123	44	5	1	6	148
3708	23	33.44	0.5	35	59	22	3	0	4	80
3709	60	159.19	1.7	73	44	0	13	0	6	4
3710	55	272.44	2.8	43	78	0	0	2	21	1
3711	51	200.4	2.2	41	84	2	31	0	5	1
3712	41	20.23	1.9	7	6	0	0	0	0	0
3713	34	273	2.4	48	95	1	5	0	1	11
3714	29	2380.32	14.4	117	131	55	3	0	0	37
3715	55	252	2.3	79	58	6	0	1	2	5
3716	62	92.16	3.2	22	2	0	0	0	5	0
3717	55	285.41	2.9	51	81	3	0	0	23	5
3718	45	687.96	9.6	43	49	5	5	1	23	4
3719	38	359.52	2.4	61	128	0	0	0	19	9
3720	45	182.4	2.3	55	46	1	2	0	4	2
3721	30	893.52	8.3	71	68	2	44	0	1	59
3722	53	264.6	2.4	61	71	1	0	2	20	4
